dataset,contrast,representative,family,TF,matrix_id,pos_mean_hits,neg_mean_hits,diff,motif_auroc,separation,mannwhitney_p,n_pos,n_neg
nt_enhancers,1_vs_0,True,GC-box/Sp1-KLF,SP1,MA0079.5,0.087,0.0315,0.0555,0.5239,0.5239,3.86e-22,4000,4000
nt_enhancers,1_vs_0,True,GC-box/Sp1-KLF,SP2,MA0516.3,0.1427,0.0428,0.1,0.5405,0.5405,1.06e-41,4000,4000
nt_enhancers,1_vs_0,True,GC-box/Sp1-KLF,SP3,MA0746.3,0.0393,0.012,0.0272,0.5115,0.5115,1.05e-11,4000,4000
nt_enhancers,1_vs_0,True,GC-box/Sp1-KLF,SP4,MA0685.2,0.1145,0.04,0.0745,0.531,0.531,2.95e-28,4000,4000
nt_enhancers,1_vs_0,True,GC-box/Sp1-KLF,KLF15,MA1513.2,0.0467,0.0095,0.0372,0.514,0.514,6.13e-17,4000,4000
nt_enhancers,1_vs_0,True,GC-box/Sp1-KLF,KLF5,MA0599.1,0.1925,0.07,0.1225,0.5449,0.5449,1.13e-38,4000,4000
nt_enhancers,1_vs_0,True,ETS,ETS1,MA0098.4,0.063,0.0473,0.0158,0.5077,0.5077,0.00209,4000,4000
nt_enhancers,1_vs_0,True,ETS,ETS2,MA1484.2,0.0437,0.0295,0.0142,0.5071,0.5071,0.000618,4000,4000
nt_enhancers,1_vs_0,True,ETS,ELF4,MA0641.1,0.007,0.0013,0.0057,0.5029,0.5029,6.03e-05,4000,4000
nt_enhancers,1_vs_0,True,ETS,ETV2,MA0762.2,0.026,0.025,0.001,0.5004,0.5004,0.829,4000,4000
nt_enhancers,1_vs_0,True,ETS,FLI1,MA0475.3,0.0312,0.0257,0.0055,0.5025,0.5025,0.174,4000,4000
nt_enhancers,1_vs_0,True,E-box,TFAP4,MA0691.1,0.035,0.0195,0.0155,0.5073,0.5073,5.72e-05,4000,4000
nt_enhancers,1_vs_0,True,E-box,HAND2,MA1638.2,0.2132,0.1635,0.0497,0.5224,0.5224,1.12e-07,4000,4000
nt_enhancers,1_vs_0,True,E-box,MYOD1,MA0499.3,0.146,0.0943,0.0517,0.5188,0.5188,6.45e-08,4000,4000
nt_enhancers,1_vs_0,True,E-box,MYC,MA0147.4,0.0998,0.077,0.0228,0.5104,0.5104,0.000721,4000,4000
nt_enhancers,1_vs_0,True,AP-1,BATF3,MA0835.3,0.2195,0.2818,-0.0622,0.474,0.526,2.22e-08,4000,4000
nt_enhancers,1_vs_0,True,AP-1,FOS,MA0476.2,0.1217,0.1333,-0.0115,0.4898,0.5102,0.00146,4000,4000
nt_enhancers,1_vs_0,True,AP-1,Jun,MA0489.3,0.2203,0.211,0.0093,0.4991,0.5009,0.829,4000,4000
nt_enhancers,1_vs_0,True,AP-1,BACH1,MA1633.2,0.0498,0.0475,0.0023,0.5006,0.5006,0.785,4000,4000
nt_enhancers,1_vs_0,True,TATA,TBP,MA0108.3,0.5487,1.6402,-1.0915,0.3205,0.6795,9.71e-202,4000,4000
nt_enhancers,1_vs_0,True,homeobox/FOX,PBX1,MA0070.2,0.0727,0.1542,-0.0815,0.4654,0.5346,1.82e-24,4000,4000
nt_enhancers,1_vs_0,True,homeobox/FOX,PBX2,MA1113.3,0.0965,0.2427,-0.1462,0.4402,0.5598,5.09e-51,4000,4000
nt_enhancers,1_vs_0,True,homeobox/FOX,MEIS1,MA0498.3,1.4287,1.72,-0.2913,0.4346,0.5654,1.47e-25,4000,4000
nt_enhancers,1_vs_0,True,homeobox/FOX,MEIS2,MA0774.1,0.1698,0.199,-0.0292,0.4898,0.5102,0.0149,4000,4000
nt_enhancers,1_vs_0,True,homeobox/FOX,FOXC1,MA0032.2,0.0473,0.1588,-0.1115,0.4528,0.5472,9.68e-49,4000,4000
nt_enhancers,1_vs_0,True,homeobox/FOX,TGIF1,MA0796.1,0.0008,0.0015,-0.0008,0.4996,0.5004,0.317,4000,4000
nt_enhancers_types,0_vs_rest,True,GC-box/Sp1-KLF,SP1,MA0079.5,0.0365,0.0835,-0.047,0.48,0.52,6.7e-16,4000,4000
nt_enhancers_types,0_vs_rest,True,GC-box/Sp1-KLF,SP2,MA0516.3,0.049,0.1335,-0.0845,0.4665,0.5335,3.84e-30,4000,4000
nt_enhancers_types,0_vs_rest,True,GC-box/Sp1-KLF,SP3,MA0746.3,0.013,0.0343,-0.0213,0.4912,0.5088,7.7e-08,4000,4000
nt_enhancers_types,0_vs_rest,True,GC-box/Sp1-KLF,SP4,MA0685.2,0.0387,0.113,-0.0743,0.4687,0.5313,1.73e-29,4000,4000
nt_enhancers_types,0_vs_rest,True,GC-box/Sp1-KLF,KLF15,MA1513.2,0.0085,0.0393,-0.0307,0.4885,0.5115,9.79e-14,4000,4000
nt_enhancers_types,0_vs_rest,True,GC-box/Sp1-KLF,KLF5,MA0599.1,0.0783,0.1865,-0.1082,0.46,0.54,1.81e-30,4000,4000
nt_enhancers_types,0_vs_rest,True,ETS,ETS1,MA0098.4,0.0473,0.0622,-0.015,0.493,0.507,0.00511,4000,4000
nt_enhancers_types,0_vs_rest,True,ETS,ETS2,MA1484.2,0.0272,0.0432,-0.016,0.4926,0.5074,0.000286,4000,4000
nt_enhancers_types,0_vs_rest,True,ETS,ELF4,MA0641.1,0.0027,0.0065,-0.0037,0.4981,0.5019,0.0135,4000,4000
nt_enhancers_types,0_vs_rest,True,ETS,ETV2,MA0762.2,0.025,0.028,-0.003,0.499,0.501,0.568,4000,4000
nt_enhancers_types,0_vs_rest,True,ETS,FLI1,MA0475.3,0.0255,0.0352,-0.0097,0.4955,0.5045,0.0176,4000,4000
nt_enhancers_types,0_vs_rest,True,E-box,TFAP4,MA0691.1,0.021,0.0318,-0.0107,0.4949,0.5051,0.00402,4000,4000
nt_enhancers_types,0_vs_rest,True,E-box,HAND2,MA1638.2,0.1762,0.2205,-0.0443,0.479,0.521,1.09e-06,4000,4000
nt_enhancers_types,0_vs_rest,True,E-box,MYOD1,MA0499.3,0.1035,0.1515,-0.048,0.4808,0.5192,5.96e-08,4000,4000
nt_enhancers_types,0_vs_rest,True,E-box,MYC,MA0147.4,0.0742,0.1062,-0.032,0.4867,0.5133,1.58e-05,4000,4000
nt_enhancers_types,0_vs_rest,True,AP-1,BATF3,MA0835.3,0.2933,0.2255,0.0678,0.5274,0.5274,5.88e-09,4000,4000
nt_enhancers_types,0_vs_rest,True,AP-1,FOS,MA0476.2,0.1333,0.123,0.0103,0.509,0.509,0.00575,4000,4000
nt_enhancers_types,0_vs_rest,True,AP-1,Jun,MA0489.3,0.2062,0.2165,-0.0103,0.501,0.501,0.805,4000,4000
nt_enhancers_types,0_vs_rest,True,AP-1,BACH1,MA1633.2,0.0485,0.0508,-0.0023,0.4988,0.5012,0.604,4000,4000
nt_enhancers_types,0_vs_rest,True,TATA,TBP,MA0108.3,1.614,0.5507,1.0633,0.6749,0.6749,6.03e-194,4000,4000
nt_enhancers_types,0_vs_rest,True,homeobox/FOX,PBX1,MA0070.2,0.1537,0.076,0.0777,0.5321,0.5321,3.56e-21,4000,4000
nt_enhancers_types,0_vs_rest,True,homeobox/FOX,PBX2,MA1113.3,0.2315,0.0877,0.1438,0.5586,0.5586,2.54e-51,4000,4000
nt_enhancers_types,0_vs_rest,True,homeobox/FOX,MEIS1,MA0498.3,1.719,1.426,0.293,0.565,0.565,2.85e-25,4000,4000
nt_enhancers_types,0_vs_rest,True,homeobox/FOX,MEIS2,MA0774.1,0.1935,0.1727,0.0208,0.5079,0.5079,0.0592,4000,4000
nt_enhancers_types,0_vs_rest,True,homeobox/FOX,FOXC1,MA0032.2,0.1573,0.0457,0.1115,0.5489,0.5489,4.17e-52,4000,4000
nt_enhancers_types,0_vs_rest,True,homeobox/FOX,TGIF1,MA0796.1,0.0018,0.001,0.0008,0.5004,0.5004,0.365,4000,4000
nt_enhancers_types,1_vs_rest,False,GC-box/Sp1-KLF,SP1,MA0079.5,0.0586,0.061,-0.0024,0.4968,0.5032,0.196,3842,4000
nt_enhancers_types,1_vs_rest,False,GC-box/Sp1-KLF,SP2,MA0516.3,0.1091,0.083,0.0261,0.5105,0.5105,0.000632,3842,4000
nt_enhancers_types,1_vs_rest,False,GC-box/Sp1-KLF,SP3,MA0746.3,0.0281,0.0177,0.0104,0.503,0.503,0.0618,3842,4000
nt_enhancers_types,1_vs_rest,False,GC-box/Sp1-KLF,SP4,MA0685.2,0.0867,0.0685,0.0182,0.5064,0.5064,0.0239,3842,4000
nt_enhancers_types,1_vs_rest,False,GC-box/Sp1-KLF,KLF15,MA1513.2,0.0325,0.0232,0.0093,0.5011,0.5011,0.503,3842,4000
nt_enhancers_types,1_vs_rest,False,GC-box/Sp1-KLF,KLF5,MA0599.1,0.1437,0.1215,0.0222,0.5093,0.5093,0.00888,3842,4000
nt_enhancers_types,1_vs_rest,False,ETS,ETS1,MA0098.4,0.0442,0.0542,-0.01,0.4954,0.5046,0.056,3842,4000
nt_enhancers_types,1_vs_rest,False,ETS,ETS2,MA1484.2,0.0305,0.037,-0.0065,0.4968,0.5032,0.12,3842,4000
nt_enhancers_types,1_vs_rest,False,ETS,ELF4,MA0641.1,0.0047,0.0057,-0.0011,0.4995,0.5005,0.513,3842,4000
nt_enhancers_types,1_vs_rest,False,ETS,ETV2,MA0762.2,0.0234,0.028,-0.0046,0.4975,0.5025,0.151,3842,4000
nt_enhancers_types,1_vs_rest,False,ETS,FLI1,MA0475.3,0.0252,0.03,-0.0048,0.4979,0.5021,0.248,3842,4000
nt_enhancers_types,1_vs_rest,False,E-box,TFAP4,MA0691.1,0.0268,0.0267,0.0001,0.4996,0.5004,0.847,3842,4000
nt_enhancers_types,1_vs_rest,False,E-box,HAND2,MA1638.2,0.183,0.1973,-0.0143,0.496,0.504,0.356,3842,4000
nt_enhancers_types,1_vs_rest,False,E-box,MYOD1,MA0499.3,0.1031,0.1318,-0.0287,0.4877,0.5123,0.000376,3842,4000
nt_enhancers_types,1_vs_rest,False,E-box,MYC,MA0147.4,0.0716,0.1008,-0.0292,0.4866,0.5134,1.2e-05,3842,4000
nt_enhancers_types,1_vs_rest,False,AP-1,BATF3,MA0835.3,0.1851,0.2627,-0.0777,0.4676,0.5324,9.2e-13,3842,4000
nt_enhancers_types,1_vs_rest,False,AP-1,FOS,MA0476.2,0.0859,0.1318,-0.0459,0.4832,0.5168,4.45e-08,3842,4000
nt_enhancers_types,1_vs_rest,False,AP-1,Jun,MA0489.3,0.1705,0.2072,-0.0368,0.4879,0.5121,0.00217,3842,4000
nt_enhancers_types,1_vs_rest,False,AP-1,BACH1,MA1633.2,0.0315,0.0493,-0.0178,0.4918,0.5082,0.000222,3842,4000
nt_enhancers_types,1_vs_rest,False,TATA,TBP,MA0108.3,0.5836,1.2448,-0.6612,0.3981,0.6019,1.48e-68,3842,4000
nt_enhancers_types,1_vs_rest,False,homeobox/FOX,PBX1,MA0070.2,0.0705,0.1375,-0.067,0.4723,0.5277,3.89e-17,3842,4000
nt_enhancers_types,1_vs_rest,False,homeobox/FOX,PBX2,MA1113.3,0.0929,0.1895,-0.0966,0.4592,0.5408,3.6e-27,3842,4000
nt_enhancers_types,1_vs_rest,False,homeobox/FOX,MEIS1,MA0498.3,1.2366,1.6985,-0.4619,0.3958,0.6042,1.83e-61,3842,4000
nt_enhancers_types,1_vs_rest,False,homeobox/FOX,MEIS2,MA0774.1,0.1356,0.201,-0.0654,0.4711,0.5289,1.96e-12,3842,4000
nt_enhancers_types,1_vs_rest,False,homeobox/FOX,FOXC1,MA0032.2,0.0442,0.124,-0.0798,0.4635,0.5365,2.29e-33,3842,4000
nt_enhancers_types,1_vs_rest,False,homeobox/FOX,TGIF1,MA0796.1,0.0008,0.001,-0.0002,0.4999,0.5001,0.745,3842,4000
nt_enhancers_types,2_vs_rest,False,GC-box/Sp1-KLF,SP1,MA0079.5,0.1067,0.046,0.0607,0.5278,0.5278,8.47e-23,3842,4000
nt_enhancers_types,2_vs_rest,False,GC-box/Sp1-KLF,SP2,MA0516.3,0.1679,0.0688,0.0991,0.5392,0.5392,1.05e-31,3842,4000
nt_enhancers_types,2_vs_rest,False,GC-box/Sp1-KLF,SP3,MA0746.3,0.0398,0.0173,0.0226,0.5101,0.5101,2.11e-08,3842,4000
nt_enhancers_types,2_vs_rest,False,GC-box/Sp1-KLF,SP4,MA0685.2,0.1322,0.057,0.0752,0.5333,0.5333,9.79e-27,3842,4000
nt_enhancers_types,2_vs_rest,False,GC-box/Sp1-KLF,KLF15,MA1513.2,0.0547,0.017,0.0377,0.5156,0.5156,5.46e-17,3842,4000
nt_enhancers_types,2_vs_rest,False,GC-box/Sp1-KLF,KLF5,MA0599.1,0.2262,0.0963,0.1299,0.5465,0.5465,1.39e-34,3842,4000
nt_enhancers_types,2_vs_rest,False,ETS,ETS1,MA0098.4,0.0718,0.0465,0.0253,0.5118,0.5118,7.22e-06,3842,4000
nt_enhancers_types,2_vs_rest,False,ETS,ETS2,MA1484.2,0.0497,0.0307,0.019,0.5088,0.5088,5.42e-05,3842,4000
nt_enhancers_types,2_vs_rest,False,ETS,ELF4,MA0641.1,0.0075,0.0032,0.0043,0.5021,0.5021,0.00914,3842,4000
nt_enhancers_types,2_vs_rest,False,ETS,ETV2,MA0762.2,0.031,0.0243,0.0067,0.5031,0.5031,0.0895,3842,4000
nt_enhancers_types,2_vs_rest,False,ETS,FLI1,MA0475.3,0.0388,0.0262,0.0125,0.5058,0.5058,0.00361,3842,4000
nt_enhancers_types,2_vs_rest,False,E-box,TFAP4,MA0691.1,0.0406,0.0215,0.0191,0.5092,0.5092,2.33e-06,3842,4000
nt_enhancers_types,2_vs_rest,False,E-box,HAND2,MA1638.2,0.2535,0.1683,0.0853,0.5358,0.5358,6.87e-16,3842,4000
nt_enhancers_types,2_vs_rest,False,E-box,MYOD1,MA0499.3,0.1861,0.0907,0.0954,0.5389,0.5389,3.57e-26,3842,4000
nt_enhancers_types,2_vs_rest,False,E-box,MYC,MA0147.4,0.1382,0.0735,0.0647,0.5288,0.5288,5.01e-18,3842,4000
nt_enhancers_types,2_vs_rest,False,AP-1,BATF3,MA0835.3,0.2501,0.2557,-0.0056,0.4963,0.5037,0.431,3842,4000
nt_enhancers_types,2_vs_rest,False,AP-1,FOS,MA0476.2,0.1556,0.1222,0.0334,0.504,0.504,0.223,3842,4000
nt_enhancers_types,2_vs_rest,False,AP-1,Jun,MA0489.3,0.2546,0.1993,0.0553,0.512,0.512,0.00397,3842,4000
nt_enhancers_types,2_vs_rest,False,AP-1,BACH1,MA1633.2,0.0651,0.0437,0.0213,0.5095,0.5095,0.000147,3842,4000
nt_enhancers_types,2_vs_rest,False,TATA,TBP,MA0108.3,0.5034,1.2675,-0.7641,0.365,0.635,8.87e-122,3842,4000
nt_enhancers_types,2_vs_rest,False,homeobox/FOX,PBX1,MA0070.2,0.0768,0.1288,-0.052,0.4771,0.5229,4.36e-12,3842,4000
nt_enhancers_types,2_vs_rest,False,homeobox/FOX,PBX2,MA1113.3,0.0875,0.191,-0.1035,0.4572,0.5428,2.89e-30,3842,4000
nt_enhancers_types,2_vs_rest,False,homeobox/FOX,MEIS1,MA0498.3,1.6166,1.568,0.0486,0.5136,0.5136,0.0314,3842,4000
nt_enhancers_types,2_vs_rest,False,homeobox/FOX,MEIS2,MA0774.1,0.2028,0.1767,0.026,0.5137,0.5137,0.00143,3842,4000
nt_enhancers_types,2_vs_rest,False,homeobox/FOX,FOXC1,MA0032.2,0.0469,0.1165,-0.0696,0.4703,0.5297,1.39e-23,3842,4000
nt_enhancers_types,2_vs_rest,False,homeobox/FOX,TGIF1,MA0796.1,0.001,0.0003,0.0008,0.5004,0.5004,0.165,3842,4000
nt_promoter_all,1_vs_0,True,GC-box/Sp1-KLF,SP1,MA0079.5,1.1085,0.383,0.7255,0.6465,0.6465,1.56e-145,4000,4000
nt_promoter_all,1_vs_0,True,GC-box/Sp1-KLF,SP2,MA0516.3,1.5252,0.551,0.9742,0.6618,0.6618,8.73e-162,4000,4000
nt_promoter_all,1_vs_0,True,GC-box/Sp1-KLF,SP3,MA0746.3,0.5988,0.1933,0.4055,0.6027,0.6027,1.01e-96,4000,4000
nt_promoter_all,1_vs_0,True,GC-box/Sp1-KLF,SP4,MA0685.2,1.0237,0.3523,0.6715,0.6433,0.6433,2.86e-142,4000,4000
nt_promoter_all,1_vs_0,True,GC-box/Sp1-KLF,KLF15,MA1513.2,1.6047,0.6168,0.988,0.627,0.627,3.47e-103,4000,4000
nt_promoter_all,1_vs_0,True,GC-box/Sp1-KLF,KLF5,MA0599.1,1.3927,0.4823,0.9105,0.6756,0.6756,2.01e-192,4000,4000
nt_promoter_all,1_vs_0,True,ETS,ETS1,MA0098.4,0.2795,0.1913,0.0883,0.525,0.525,1.48e-08,4000,4000
nt_promoter_all,1_vs_0,True,ETS,ETS2,MA1484.2,0.238,0.1505,0.0875,0.5271,0.5271,5.01e-11,4000,4000
nt_promoter_all,1_vs_0,True,ETS,ELF4,MA0641.1,0.0527,0.0245,0.0282,0.512,0.512,6.58e-09,4000,4000
nt_promoter_all,1_vs_0,True,ETS,ETV2,MA0762.2,0.1247,0.0853,0.0395,0.5151,0.5151,4.73e-06,4000,4000
nt_promoter_all,1_vs_0,True,ETS,FLI1,MA0475.3,0.1988,0.1273,0.0715,0.5213,0.5213,3.56e-08,4000,4000
nt_promoter_all,1_vs_0,True,E-box,TFAP4,MA0691.1,0.0495,0.0345,0.015,0.5071,0.5071,0.00121,4000,4000
nt_promoter_all,1_vs_0,True,E-box,HAND2,MA1638.2,0.3362,0.4065,-0.0702,0.4724,0.5276,1.19e-07,4000,4000
nt_promoter_all,1_vs_0,True,E-box,MYOD1,MA0499.3,0.266,0.1725,0.0935,0.5336,0.5336,8.4e-15,4000,4000
nt_promoter_all,1_vs_0,True,E-box,MYC,MA0147.4,0.2702,0.2042,0.066,0.5248,0.5248,4.49e-08,4000,4000
nt_promoter_all,1_vs_0,True,AP-1,BATF3,MA0835.3,0.213,0.2682,-0.0552,0.4722,0.5278,7.92e-10,4000,4000
nt_promoter_all,1_vs_0,True,AP-1,FOS,MA0476.2,0.1375,0.1318,0.0058,0.4977,0.5023,0.477,4000,4000
nt_promoter_all,1_vs_0,True,AP-1,Jun,MA0489.3,0.216,0.2465,-0.0305,0.4828,0.5172,2.55e-05,4000,4000
nt_promoter_all,1_vs_0,True,AP-1,BACH1,MA1633.2,0.0628,0.0655,-0.0028,0.4978,0.5022,0.416,4000,4000
nt_promoter_all,1_vs_0,True,TATA,TBP,MA0108.3,0.5657,0.5985,-0.0328,0.4597,0.5403,1.62e-14,4000,4000
nt_promoter_all,1_vs_0,True,homeobox/FOX,PBX1,MA0070.2,0.0648,0.108,-0.0432,0.4789,0.5211,2.42e-12,4000,4000
nt_promoter_all,1_vs_0,True,homeobox/FOX,PBX2,MA1113.3,0.0813,0.1085,-0.0272,0.485,0.515,1.31e-06,4000,4000
nt_promoter_all,1_vs_0,True,homeobox/FOX,MEIS1,MA0498.3,1.9803,2.544,-0.5637,0.3925,0.6075,1.13e-64,4000,4000
nt_promoter_all,1_vs_0,True,homeobox/FOX,MEIS2,MA0774.1,0.2462,0.2452,0.001,0.4983,0.5017,0.705,4000,4000
nt_promoter_all,1_vs_0,True,homeobox/FOX,FOXC1,MA0032.2,0.0525,0.0465,0.006,0.4986,0.5014,0.531,4000,4000
nt_promoter_all,1_vs_0,True,homeobox/FOX,TGIF1,MA0796.1,0.0025,0.0018,0.0008,0.5004,0.5004,0.466,4000,4000
